Temps (s),Depl (mm),Force (kN),Jauge 0,Jauge 1,Jauge 2,Jauge 3
3958.499124,13.771,2.412223,-6.2e-05,-0.001128,-0.001982,3.9e-05
3959.750244,13.771,2.509452,-6.8e-05,-0.001131,-0.001986,3.8e-05
3962.266584,13.771,2.745117,-6.9e-05,-0.001131,-0.001981,3.3e-05
3964.766468,13.771,2.412812,-6.5e-05,-0.001127,-0.001979,3.4e-05
3966.016162,13.771,2.702632,-6.1e-05,-0.001124,-0.001979,3.6e-05
3968.51625,13.771,2.615361,-5.5e-05,-0.001117,-0.001971,4.4e-05
3969.7665269999998,13.771,2.690621,-5.4e-05,-0.001114,-0.00197,4.6e-05
3972.266238,13.771,2.704611,-4.9e-05,-0.001108,-0.001963,4.8e-05
3974.767065,13.771,2.729806,-4.8e-05,-0.001104,-0.00196,4.9e-05
3976.016996,13.771,2.737976,-4.8e-05,-0.001104,-0.001961,4.5e-05
3978.517438,13.771,2.981821,-5.1e-05,-0.001105,-0.001962,3.5e-05
3979.76489,13.771,2.679958,-5.5e-05,-0.001109,-0.001966,3.1e-05
3982.2655139999997,13.771,3.187739,-6.1e-05,-0.001112,-0.001963,2.4e-05
3984.765746,13.771,2.74552,-6.4e-05,-0.001115,-0.001961,1.8e-05
3986.016942,13.771,3.223343,-6.6e-05,-0.001116,-0.001966,1.6e-05
3988.517355,13.771,3.001313,-6.4e-05,-0.00111,-0.001966,2e-05
3989.766952,13.771,2.954945,-6.2e-05,-0.001108,-0.001969,2e-05
3992.297206,13.771,2.951263,-6.2e-05,-0.001106,-0.001963,2.1e-05
3993.546413,13.771,3.012592,-6e-05,-0.001103,-0.001961,1.9e-05
3996.04715,13.771,3.06165,-5.7e-05,-0.001098,-0.001961,1.7e-05
3998.5473620000002,13.771,3.075926,-5.6e-05,-0.001095,-0.00196,1.5e-05
3999.797736,13.771,3.045474,-5.7e-05,-0.001093,-0.001962,1.5e-05
4002.297001,13.771,3.042095,-5.7e-05,-0.001093,-0.001961,1.3e-05
4003.547931,13.772,3.105519,-5.6e-05,-0.001092,-0.001964,1.2e-05
4006.062524,13.772,3.111588,-5.4e-05,-0.00109,-0.001957,1.2e-05
4008.580386,13.772,3.203767,-5.3e-05,-0.001085,-0.001953,1.1e-05
4009.828493,13.772,3.259292,-5.3e-05,-0.001085,-0.001953,1.1e-05
4012.327802,13.772,3.791026,-5.2e-05,-0.001086,-0.00195,6e-06
4013.577479,13.772,3.295701,-5.3e-05,-0.001086,-0.001956,4e-06
4016.078039,13.772,3.421452,-5.3e-05,-0.001087,-0.001958,0.0
4018.578235,13.772,3.204738,-5.7e-05,-0.001087,-0.001955,-4e-06
4019.844887,13.772,3.360638,-5.8e-05,-0.001087,-0.001944,-6e-06
4022.359883,13.772,3.460403,-5.9e-05,-0.001086,-0.00195,-9e-06
4023.60928,13.772,3.464488,-5.7e-05,-0.001085,-0.001941,-9e-06
4026.11003,13.772,3.479995,-6.2e-05,-0.001085,-0.001942,-1.2e-05
4028.62424,13.772,3.533494,-5.6e-05,-0.001078,-0.001945,-9e-06
4029.874489,13.772,3.761991,-5.6e-05,-0.001078,-0.001945,-1.1e-05
4032.390725,13.772,3.52491,-6e-05,-0.001077,-0.00195,-1.3e-05
4033.640421,13.772,3.341141,-5.9e-05,-0.001073,-0.001953,-1.2e-05
4036.141159,13.772,3.575692,-5.8e-05,-0.001071,-0.001949,-1.5e-05
4038.65645,13.772,4.017105,-6.2e-05,-0.001073,-0.001941,-2e-05
4039.907129,13.772,3.724759,-6.5e-05,-0.001071,-0.001949,-2.1e-05
4042.421358,13.772,3.737677,-6.2e-05,-0.001066,-0.001943,-2.1e-05
4043.6719949999997,13.772,3.712609,-5.9e-05,-0.001064,-0.001937,-1.9e-05
4046.1872089999997,13.772,3.664342,-5.6e-05,-0.001062,-0.001951,-2.2e-05
4048.702483,13.772,3.711129,-6e-05,-0.001063,-0.00195,-2.8e-05
4049.953774,13.772,3.451448,-6.2e-05,-0.001066,-0.001947,-3.4e-05
4052.46972,13.772,3.743736,-6.9e-05,-0.001065,-0.001955,-3.9e-05
4053.718892,13.772,3.991624,-6.8e-05,-0.001064,-0.001953,-3.7e-05
4056.23526,13.772,3.717474,-6.9e-05,-0.001063,-0.001946,-4.4e-05
4058.746967,13.772,3.880998,-7.4e-05,-0.001066,-0.001945,-5e-05
4059.999931,13.772,4.133008,-7.7e-05,-0.001067,-0.001944,-5.2e-05
4062.500164,13.772,3.800677,-8.2e-05,-0.001068,-0.001946,-5.8e-05
4063.7662769999997,13.772,4.02328,-8.4e-05,-0.001068,-0.001946,-6.2e-05
4066.265723,13.772,4.019916,-8.4e-05,-0.001068,-0.001944,-6.3e-05
4068.765813,13.772,4.079447,-8.8e-05,-0.001071,-0.001938,-6.8e-05
4070.017038,13.772,4.057398,-8.9e-05,-0.00107,-0.001944,-7e-05
4072.51577,13.772,4.16241,-8.6e-05,-0.001063,-0.001946,-6.9e-05
4073.7664919999997,13.772,4.034951,-8.6e-05,-0.001061,-0.001939,-6.6e-05
4076.265345,13.772,4.221054,-8.6e-05,-0.001062,-0.00194,-7.2e-05
4078.781384,13.772,4.332396,-9e-05,-0.001065,-0.00194,-8e-05
4080.031069,13.772,4.45699,-9.2e-05,-0.001063,-0.00194,-8e-05
4082.533395,13.772,4.215049,-9.6e-05,-0.001064,-0.001941,-8.3e-05
4083.781777,13.772,4.242498,-9.9e-05,-0.001066,-0.001939,-9e-05
4086.28202,13.772,4.395189,-0.0001,-0.001066,-0.001935,-9.4e-05
4087.546606,13.772,4.071924,-0.000101,-0.001064,-0.001939,-9.5e-05
4090.0479569999998,13.772,4.285561,-9.8e-05,-0.001062,-0.00194,-9.4e-05
4092.563029,13.772,4.333059,-9.7e-05,-0.001058,-0.001938,-9.7e-05
4093.827776,13.772,4.557933,-0.000102,-0.001061,-0.001937,-0.000102
4096.329817,13.772,4.258053,-0.000109,-0.001064,-0.001939,-0.000107
4097.579439,13.772,4.534903,-0.000108,-0.001064,-0.001947,-0.000109
4100.079506,13.772,4.283943,-0.000109,-0.001061,-0.001946,-0.00011
4102.577803,13.772,4.611452,-0.000109,-0.001059,-0.001943,-0.000111
4103.830188,13.772,4.555551,-0.000107,-0.001058,-0.00194,-0.000112
4106.328972,13.772,4.785098,-0.000106,-0.001055,-0.00194,-0.000118
4107.594881,13.772,4.650456,-0.000108,-0.001054,-0.001945,-0.000116
4110.126396,13.772,4.741829,-0.000108,-0.001053,-0.001941,-0.00012
4112.624854,13.772,5.170604,-0.000111,-0.001054,-0.001946,-0.000122
4113.873955,13.772,5.023036,-0.000111,-0.001052,-0.001937,-0.000126
4116.391366,13.772,4.648398,-0.000114,-0.001052,-0.001934,-0.00013
4117.642247,13.772,5.113766,-0.000113,-0.001051,-0.001942,-0.000129
4120.142009,13.772,5.222556,-0.00011,-0.00105,-0.001942,-0.00013
4122.6404760000005,13.772,4.909045,-0.000113,-0.001047,-0.001938,-0.000135
4123.890703,13.772,4.866375,-0.000112,-0.001047,-0.001936,-0.000137
4126.39106,13.772,5.119184,-0.000116,-0.001047,-0.001937,-0.000143
4127.640483,13.772,5.100486,-0.000121,-0.00105,-0.001937,-0.000148
4130.1392479999995,13.772,5.208692,-0.000123,-0.00105,-0.001933,-0.000152
4132.641235,13.772,5.329276,-0.000121,-0.001046,-0.001933,-0.000149
4133.891057,13.772,5.172836,-0.000123,-0.001045,-0.001932,-0.000149
4136.405747,13.772,5.309091,-0.000118,-0.001042,-0.001937,-0.000149
4137.657653,13.772,4.900307,-0.000117,-0.001041,-0.001931,-0.000151
4140.156066,13.772,5.385956,-0.000118,-0.001039,-0.001934,-0.000151
4142.65586,13.772,5.643219,-0.000125,-0.001039,-0.001933,-0.000161
4143.92176,13.772,5.066169,-0.000126,-0.001042,-0.001933,-0.000162
4146.421749,13.772,5.357325,-0.00012,-0.001042,-0.001934,-0.000157
4147.671032,13.772,5.502503,-0.000122,-0.001043,-0.001931,-0.000158
4150.188183,13.772,5.292783,-0.00012,-0.001043,-0.001938,-0.000155
4152.688107,13.772,5.109197,-0.000116,-0.001042,-0.001937,-0.000151
4153.9377509999995,13.772,5.31826,-0.000118,-0.001044,-0.00193,-0.000151
4156.438019,13.772,5.389675,-0.000112,-0.001042,-0.001933,-0.000147
4157.687734,13.772,4.981594,-0.000109,-0.001041,-0.001931,-0.000143
4160.202775,13.772,5.228241,-0.000105,-0.00104,-0.00194,-0.000136
4162.703171,13.772,4.902371,-0.000106,-0.001043,-0.001942,-0.000137
4163.954127,13.772,5.005825,-0.000108,-0.001048,-0.001933,-0.00014
4166.47039,13.772,5.000974,-0.000103,-0.00105,-0.001932,-0.000138
4167.719479,13.772,4.627225,-0.000103,-0.001047,-0.00194,-0.000132
4170.219717,13.772,5.199619,-0.0001,-0.001045,-0.001938,-0.000125
4172.720148,13.772,4.725382,-9e-05,-0.001042,-0.001934,-0.000116
4173.968995,13.772,5.072172,-8.7e-05,-0.00104,-0.00193,-0.000113
4176.468414,13.772,4.680569,-8.6e-05,-0.001044,-0.001929,-0.000114
4177.719719,13.772,4.84822,-8.1e-05,-0.001042,-0.001936,-0.000111
4180.221185,13.772,4.708045,-8.2e-05,-0.001042,-0.001936,-0.000106
4182.720098,13.772,4.1791,-8.2e-05,-0.001043,-0.001931,-0.000103
4183.984046,13.772,4.623246,-7.6e-05,-0.001041,-0.001935,-9.7e-05
4186.501191,13.772,4.510721,-6.8e-05,-0.001039,-0.001935,-8.9e-05
4187.750454999999,13.772,4.796627,-6.6e-05,-0.001038,-0.001935,-8.7e-05
4190.26713,13.772,4.460794,-7e-05,-0.001044,-0.001931,-9.3e-05
4192.782019,13.772,4.358418,-7.4e-05,-0.001044,-0.001931,-9.1e-05
4194.047241,13.772,4.296485,-7e-05,-0.001046,-0.001928,-8.7e-05
4196.562902,13.772,4.183164,-7.1e-05,-0.00105,-0.001928,-9.2e-05
4197.812974,13.772,4.16918,-7.3e-05,-0.001052,-0.001927,-9.1e-05
4200.3293539999995,13.772,4.314676,-7.1e-05,-0.001052,-0.001936,-8.7e-05
4201.579845,13.772,4.307583,-6.9e-05,-0.001052,-0.001934,-8.4e-05
4204.078441,13.772,4.278945,-6.8e-05,-0.001055,-0.001929,-7.9e-05
4206.579279,13.772,4.381692,-6.8e-05,-0.001055,-0.001928,-7.3e-05
4207.828377,13.772,4.256701,-6.7e-05,-0.001055,-0.001935,-6.9e-05
4210.329012,13.772,4.085516,-6.7e-05,-0.001057,-0.001926,-6.8e-05
4211.5937109999995,13.772,3.902872,-6.5e-05,-0.001057,-0.001923,-6.9e-05
4214.094863,13.772,3.978641,-6.4e-05,-0.001057,-0.001928,-6.6e-05
4216.609577,13.772,4.145211,-8.2e-05,-0.001079,-0.001935,-9e-05
4217.86034,13.772,4.097745,-8.7e-05,-0.001085,-0.001939,-8.6e-05
4220.375497999999,13.772,3.786289,-8e-05,-0.001078,-0.001938,-7.4e-05
4221.6242139999995,13.772,4.199271,-8.3e-05,-0.001082,-0.001946,-8e-05
4224.141062,13.772,3.875656,-7.9e-05,-0.001083,-0.001947,-7.9e-05
4226.6568640000005,13.772,3.801759,-9.6e-05,-0.001098,-0.001954,-9e-05
4227.922738,13.772,3.819685,-9.2e-05,-0.001096,-0.001957,-8.2e-05
4230.4377,13.772,3.80212,-7.9e-05,-0.001089,-0.001954,-6.8e-05
4231.689229,13.772,3.834636,-8.8e-05,-0.001097,-0.001954,-8e-05
4234.219572,13.772,3.867109,-9e-05,-0.001101,-0.001965,-8e-05
4236.7202560000005,13.772,3.649461,-8.3e-05,-0.001096,-0.001952,-6.7e-05
4237.969938,13.772,3.77101,-7e-05,-0.001087,-0.001954,-5.5e-05
4240.470723,13.772,4.34499,-7.5e-05,-0.001095,-0.001955,-6.3e-05
4241.717743,13.772,3.719602,-7.5e-05,-0.001095,-0.001962,-5.9e-05
4244.235143,13.772,3.813818,-7.2e-05,-0.001097,-0.001954,-5.2e-05
4246.750087,13.772,3.512373,-7.1e-05,-0.0011,-0.00196,-5.4e-05
4247.999845,13.772,3.734642,-7.4e-05,-0.001104,-0.001964,-5.8e-05
4250.516721,13.772,3.477916,-8.4e-05,-0.001112,-0.001957,-6.6e-05
4251.765951,13.772,3.443474,-8.8e-05,-0.001114,-0.001963,-6.4e-05
4254.265693,13.772,3.822248,-7.9e-05,-0.001111,-0.001964,-5.2e-05
4256.7661499999995,13.772,3.423648,-8e-05,-0.001116,-0.001959,-5.5e-05
4258.015136,13.772,3.484452,-8e-05,-0.001118,-0.001959,-5.5e-05
4260.531298,13.772,4.001985,-8.7e-05,-0.001123,-0.001963,-5.8e-05
4261.782241,13.772,3.240028,-8.8e-05,-0.001125,-0.00197,-5.6e-05
4264.3122299999995,13.772,3.358595,-8.8e-05,-0.001127,-0.00196,-5.4e-05
4265.5628959999995,13.772,3.651143,-9e-05,-0.001132,-0.001967,-5.7e-05
4268.07776,13.772,3.06096,-8.6e-05,-0.001128,-0.00197,-5.1e-05
4270.593589,13.772,3.246262,-8e-05,-0.001125,-0.001963,-4.3e-05
4271.845066,13.772,3.274979,-7.4e-05,-0.001123,-0.001974,-3.4e-05
4274.344213,13.772,2.975338,-6.4e-05,-0.001117,-0.001981,-2.4e-05
4275.593534,13.772,3.182593,-7.2e-05,-0.001123,-0.001972,-3.1e-05
4278.109944,13.772,3.316116,-6.1e-05,-0.001114,-0.00197,-1.3e-05
4280.642013,13.772,3.028364,-4.8e-05,-0.001099,-0.001978,8e-06
4281.8916389999995,13.772,3.644686,-4.6e-05,-0.001101,-0.001978,1e-05
4284.407314,13.772,3.083645,-3.7e-05,-0.001099,-0.001978,1.6e-05
4285.65573,13.772,2.92471,-4.1e-05,-0.001104,-0.00198,6e-06
4288.157647,13.772,3.228622,-4.7e-05,-0.00111,-0.001984,3e-06
4290.6561409999995,13.772,2.906041,-4.7e-05,-0.001113,-0.001986,1e-05
4291.907337,13.772,2.993918,-4.9e-05,-0.001111,-0.001982,1.3e-05
4294.406014,13.772,2.393501,-6e-05,-0.001125,-0.001985,2e-06
4295.656749,13.772,2.935294,-6e-05,-0.001125,-0.00199,3e-06
4298.156199,13.772,2.551014,-5e-05,-0.001119,-0.001987,1.4e-05
4300.671781999999,13.772,2.727095,-5.1e-05,-0.001119,-0.001985,1.9e-05
4301.937725,13.772,3.140894,-4.7e-05,-0.001116,-0.001987,2.3e-05
4304.453132,13.772,2.823842,-4e-05,-0.001116,-0.001981,2.5e-05
4305.703309,13.772,2.730108,-4.4e-05,-0.001119,-0.001981,2.6e-05
4308.218631,13.772,2.892354,-4.7e-05,-0.001122,-0.001977,2.5e-05
4310.733957,13.772,2.651888,-4.5e-05,-0.001123,-0.001987,3.2e-05
4311.982874,13.772,2.638529,-4.5e-05,-0.001124,-0.001977,3.2e-05
4314.484907,13.772,2.97528,-3.8e-05,-0.001119,-0.00198,4.2e-05
4315.749457,13.772,2.091133,-3.4e-05,-0.001115,-0.00198,4.6e-05
4318.266448,13.772,2.484136,-4.6e-05,-0.001129,-0.001975,3.3e-05
4320.766057,13.772,2.790307,-4e-05,-0.001127,-0.001981,4.2e-05
4322.015907,13.772,2.614061,-3.9e-05,-0.001125,-0.001975,4.4e-05
4324.517322,13.772,2.555359,-3.2e-05,-0.001121,-0.001972,5.6e-05
4325.767009,13.772,2.436075,-2.6e-05,-0.001117,-0.001978,6.2e-05
4328.2823260000005,13.772,2.726756,-2.1e-05,-0.001114,-0.001969,6.3e-05
4330.781176,13.772,2.456941,-3e-05,-0.001123,-0.001969,5.4e-05
4332.031572,13.772,2.460798,-3.3e-05,-0.001128,-0.001978,5.3e-05
4334.54667,13.772,2.911315,-3.3e-05,-0.001126,-0.001976,6.3e-05
4335.797029,13.772,2.298558,-3e-05,-0.001125,-0.001969,6.2e-05
4338.297174,13.772,2.477663,-2.9e-05,-0.001125,-0.001965,7.1e-05
4339.547115,13.772,2.314261,-2.7e-05,-0.001126,-0.00197,6.9e-05
4342.07827,13.772,2.208066,-2.7e-05,-0.001122,-0.001967,7.9e-05
4344.579696,13.772,2.303009,-2.1e-05,-0.001119,-0.001964,8.6e-05
4345.829769,13.772,2.288908,-1.7e-05,-0.001117,-0.001967,9.2e-05
4348.327902,13.772,2.224443,-1.1e-05,-0.001116,-0.001965,9.5e-05
4349.580194,13.772,2.217096,-8e-06,-0.001115,-0.001957,0.0001
4352.08024,13.772,2.216788,-6e-06,-0.001111,-0.001954,0.000108
4354.5936280000005,13.772,2.762311,-1e-06,-0.001108,-0.00195,0.000112
4355.844213,13.772,1.87296,-1e-06,-0.00111,-0.00196,0.000115
4358.358959,13.772,2.09916,-3e-06,-0.00111,-0.001957,0.000113
4359.624791,13.772,2.088242,-2e-06,-0.001111,-0.001952,0.000114
4362.125264,13.772,1.964666,1e-06,-0.001113,-0.00195,0.000119
4364.624754,13.772,2.133214,3e-06,-0.001114,-0.00195,0.00012
4365.8755949999995,13.772,2.07587,2e-06,-0.001113,-0.001948,0.000122
4368.3740099999995,13.772,2.027194,3e-06,-0.001112,-0.001962,0.000123
4369.624417999999,13.772,2.003448,6e-06,-0.001112,-0.001954,0.000126
4372.137007,13.772,1.84985,1e-05,-0.001111,-0.001955,0.000129
4374.657661,13.771,1.845999,1.2e-05,-0.00111,-0.001956,0.000137
4375.906301,13.771,1.885013,1e-05,-0.001111,-0.001949,0.000138
4378.421687,13.771,1.800209,1.5e-05,-0.001108,-0.001953,0.000141
4379.670253,13.771,1.605315,1.7e-05,-0.001107,-0.001954,0.000147
4382.187611,13.771,1.716858,2.1e-05,-0.001104,-0.001949,0.000155
4384.6881539999995,13.771,1.746403,2.4e-05,-0.001104,-0.00195,0.000157
4385.937263,13.771,1.662628,2.8e-05,-0.001104,-0.001949,0.000159
4388.437693,13.771,1.677223,2e-05,-0.001107,-0.001944,0.000157
4389.703539,13.771,1.730615,2.3e-05,-0.001107,-0.001943,0.000159
4392.219624,13.771,1.460614,2.7e-05,-0.001104,-0.001943,0.000167
4394.734292,13.771,1.629958,3.4e-05,-0.001102,-0.001946,0.000172
4395.985691,13.771,3.032465,3.5e-05,-0.001101,-0.001944,0.000176
4398.483874,13.771,1.56742,3e-05,-0.001108,-0.001945,0.000172
4399.7366600000005,13.771,1.75435,3e-05,-0.001108,-0.001945,0.000174
4402.2497490000005,13.771,1.577542,3.2e-05,-0.001105,-0.001942,0.00018
4404.766165,13.771,1.641497,3.9e-05,-0.001102,-0.001951,0.000191
4406.015316999999,13.771,1.521158,4.1e-05,-0.001102,-0.001945,0.000192
4408.516225,13.771,1.372091,4.2e-05,-0.001103,-0.001943,0.000194
4409.7653709999995,13.771,1.521646,4.6e-05,-0.001099,-0.001947,0.000197
4412.267552,13.771,1.389768,5.2e-05,-0.001094,-0.001947,0.000202
4414.766355,13.771,1.275095,5.3e-05,-0.001096,-0.001948,0.000202
4416.015309,13.771,1.385195,4.9e-05,-0.001102,-0.001942,0.0002
4418.51596,13.771,1.28405,5.1e-05,-0.001097,-0.001938,0.00021
4419.766822,13.771,1.308571,5.5e-05,-0.001093,-0.001942,0.000215
4422.266272,13.771,1.382097,6.4e-05,-0.001091,-0.001942,0.000217
4424.765219,13.771,1.336286,6.6e-05,-0.001086,-0.001941,0.000218
4426.031552,13.771,1.25372,6.8e-05,-0.001088,-0.001943,0.000218
4428.532027,13.771,1.267461,6.3e-05,-0.001095,-0.001945,0.000219
4429.7805530000005,13.771,1.2518,6e-05,-0.001095,-0.001943,0.000218
4432.281863,13.771,1.256983,5.9e-05,-0.001099,-0.001943,0.000219
4434.7813129999995,13.771,1.265678,5.5e-05,-0.001103,-0.001941,0.000213
4436.031671,13.771,1.190407,5e-05,-0.001109,-0.001944,0.00021
4438.531981,13.771,1.387715,4.8e-05,-0.001111,-0.001943,0.000213
4439.7824519999995,13.771,1.249381,4.7e-05,-0.00111,-0.00195,0.000216
4442.282059,13.771,1.19931,5.3e-05,-0.001106,-0.001951,0.000224
4444.781819,13.771,1.08609,5.6e-05,-0.001104,-0.001951,0.000229
4446.031707,13.771,1.104218,5.5e-05,-0.001105,-0.001944,0.00023
4448.5311679999995,13.771,1.00752,6.4e-05,-0.0011,-0.001944,0.000237
4449.781682,13.771,1.108542,6.6e-05,-0.0011,-0.001946,0.000238
4452.281695,13.771,1.031032,6.1e-05,-0.001104,-0.001939,0.000233
4453.547837,13.771,1.241126,6.1e-05,-0.001101,-0.001947,0.000237
4456.062193,13.771,1.109879,6.1e-05,-0.001103,-0.00194,0.000238
4458.578833,13.771,1.003896,6.4e-05,-0.0011,-0.001944,0.000241
4459.830216,13.771,1.041866,6.4e-05,-0.0011,-0.001943,0.000244
4462.344658,13.771,1.055171,6.3e-05,-0.0011,-0.001933,0.000242
4463.595062,13.771,1.010453,6.2e-05,-0.001098,-0.001938,0.000246
4466.095415,13.771,1.097571,5.7e-05,-0.001101,-0.00194,0.000236
4468.593302,13.771,1.128697,5.4e-05,-0.001099,-0.001945,0.000232
4469.8447909999995,13.771,1.178375,5.1e-05,-0.0011,-0.001946,0.00023
4472.375118,13.771,1.203485,5.5e-05,-0.001097,-0.001938,0.00023
4473.624794,13.771,1.171123,5.5e-05,-0.001095,-0.001942,0.00023
4476.15616,13.771,-0.075112,5.1e-05,-0.001096,-0.001932,0.000223
4478.657883,13.771,1.386946,5.1e-05,-0.001099,-0.001932,0.00022
4479.906497,13.771,1.339039,5.1e-05,-0.001097,-0.001934,0.000219
4482.406355,13.771,1.310736,5.3e-05,-0.001095,-0.001942,0.000223
4483.656247,13.771,1.061357,5e-05,-0.001095,-0.001934,0.000218
4486.15757,13.771,1.348764,5e-05,-0.001095,-0.001936,0.000216
4488.6564849999995,13.771,1.31228,4.8e-05,-0.001092,-0.001939,0.000215
4489.921036,13.771,1.208201,5e-05,-0.001092,-0.001939,0.000216
4492.42154,13.771,1.418714,4.8e-05,-0.001091,-0.001939,0.000214
4493.669642,13.771,1.455426,4.9e-05,-0.00109,-0.001935,0.000214
4496.171181,13.771,1.496345,4.2e-05,-0.001093,-0.001926,0.000205
4498.6885170000005,13.771,2.5606,4.1e-05,-0.001092,-0.001924,0.000202
4499.93779,13.771,1.531811,4.1e-05,-0.001091,-0.001927,0.000202
4502.437218,13.771,1.604514,4.2e-05,-0.001091,-0.001923,0.000202
4503.701056,13.771,1.353162,4.1e-05,-0.001088,-0.00193,0.000201
4506.219650999999,13.771,1.544125,4.4e-05,-0.001088,-0.001929,0.000198
4508.720122,13.771,1.613071,4.1e-05,-0.001087,-0.00193,0.000194
4509.969794000001,13.771,1.624982,3.9e-05,-0.001086,-0.001934,0.000194
4512.499743,13.771,1.222308,3.7e-05,-0.001086,-0.001929,0.000193
4513.7503209999995,13.771,1.748843,3.7e-05,-0.001087,-0.001938,0.000194
4516.250402,13.771,1.690682,3.7e-05,-0.001082,-0.001939,0.00019
4518.749755,13.771,1.730302,3.5e-05,-0.001084,-0.001935,0.000184
4519.999751,13.771,1.643794,3.6e-05,-0.001082,-0.001939,0.000182
4522.499421,13.771,1.874594,3.3e-05,-0.001082,-0.001935,0.00018
4523.750188,13.771,1.745358,3.1e-05,-0.001083,-0.001932,0.000178
4526.265585,13.771,1.797906,3.2e-05,-0.001082,-0.001938,0.000175
4528.767222,13.771,1.91006,3e-05,-0.001079,-0.001937,0.000175
4530.015787,13.771,1.904797,3.2e-05,-0.001078,-0.001938,0.000176
4532.51674,13.771,2.008504,3.2e-05,-0.001077,-0.00194,0.000173
4533.7819070000005,13.771,1.873708,3.2e-05,-0.001078,-0.00194,0.000171
4536.281331,13.771,1.937928,2.7e-05,-0.001081,-0.001937,0.000163
4538.782186,13.771,2.240502,2e-05,-0.001083,-0.001936,0.00016
4540.0318910000005,13.771,2.16877,1.8e-05,-0.001082,-0.001934,0.000156
4542.547211,13.771,2.17129,1.7e-05,-0.001083,-0.001925,0.000149
4543.796803,13.771,1.962396,1.8e-05,-0.001082,-0.001933,0.00015
4546.296301,13.771,2.47613,2.1e-05,-0.001077,-0.001933,0.000154
4548.795108,13.771,2.305783,1.9e-05,-0.001078,-0.001924,0.000152
4550.047448,13.771,2.266604,2e-05,-0.001076,-0.001926,0.000154
4552.546968,13.771,2.167778,1.7e-05,-0.001075,-0.001929,0.00015
4553.798257,13.771,2.277342,1.6e-05,-0.001075,-0.00193,0.000148
4556.328344,13.771,2.499616,2e-05,-0.001072,-0.001931,0.000148
4557.579812,13.771,2.492566,1.8e-05,-0.00107,-0.001926,0.000148
4560.078245,13.771,2.320644,2.2e-05,-0.001067,-0.001927,0.000143
4562.577661,13.771,2.328782,1.9e-05,-0.001068,-0.001935,0.000138
4563.8277419999995,13.771,2.427332,1.6e-05,-0.001068,-0.001939,0.000136
4566.344136,13.771,3.390719,6e-06,-0.001075,-0.001938,0.000123
4567.594247999999,13.771,2.316564,1e-06,-0.001081,-0.001929,0.000116
4570.079436,13.772,2.597249,0.0,-0.001078,-0.001932,0.000117
4572.577816,13.772,2.37602,-9e-06,-0.001084,-0.001933,0.000105
4573.829265,13.772,2.631722,-1.6e-05,-0.001092,-0.001937,9.4e-05
4576.329404,13.772,2.529676,-2.3e-05,-0.001097,-0.001945,8.6e-05
4577.579034,13.772,2.593599,-2.1e-05,-0.001095,-0.00195,8.7e-05
4580.078249,13.772,2.487658,-2.3e-05,-0.001096,-0.001943,8e-05
4582.580015,13.772,2.564818,-3.8e-05,-0.001108,-0.001939,6.4e-05
4583.829001,13.772,2.585349,-3.5e-05,-0.001103,-0.001948,7.1e-05
4586.3296470000005,13.772,2.499001,-3.1e-05,-0.001097,-0.001942,7.2e-05
4587.57824,13.772,2.435927,-3.1e-05,-0.001097,-0.001942,7.1e-05
4590.0942620000005,13.772,2.89237,-3.2e-05,-0.001098,-0.001959,6.6e-05
4592.593736,13.772,2.697847,-3e-05,-0.001097,-0.001956,6e-05
4593.844065,13.772,2.562361,-3.6e-05,-0.0011,-0.001958,5.9e-05
4596.343115,13.772,3.068642,-5e-05,-0.001111,-0.001959,4.3e-05
4597.593588,13.772,2.668737,-6e-05,-0.001119,-0.001959,2.5e-05
4600.09378,13.772,2.791442,-5e-05,-0.001108,-0.001966,3.9e-05
4602.6103760000005,13.772,2.782402,-4.9e-05,-0.001101,-0.001952,4.1e-05
4603.860169,13.772,2.919999,-4.9e-05,-0.001099,-0.001962,4.2e-05
4606.376824,13.772,2.869414,-5e-05,-0.001103,-0.001968,3.2e-05
4607.625371,13.772,2.961937,-5.2e-05,-0.001102,-0.001968,3.1e-05
4610.156782,13.772,2.605106,-4.8e-05,-0.001096,-0.001974,3.7e-05
4612.657136,13.772,2.930642,-4.8e-05,-0.001094,-0.001968,3.5e-05
4613.906326,13.772,3.085369,-5.2e-05,-0.001094,-0.001971,3.5e-05
4616.406001,13.772,3.189114,-5.7e-05,-0.001099,-0.001971,2.3e-05
4617.65625,13.772,3.040673,-6.5e-05,-0.001107,-0.001963,1.1e-05
4620.15676,13.772,3.085714,-6.3e-05,-0.001102,-0.001973,1.5e-05
4622.67218,13.772,3.200382,-6.3e-05,-0.001099,-0.001965,1.1e-05
4623.922665,13.772,3.220107,-6.4e-05,-0.001098,-0.001972,1e-05
4626.421745,13.772,3.0999,-5.9e-05,-0.001095,-0.00197,1.4e-05
4627.672283,13.772,3.040535,-6.1e-05,-0.001097,-0.001973,1e-05
4630.1717530000005,13.772,3.392931,-6.7e-05,-0.001096,-0.001975,5e-06
4632.688356,13.772,3.163686,-7.2e-05,-0.001105,-0.001973,-1.3e-05
4633.938249,13.772,3.358696,-7.7e-05,-0.001111,-0.001976,-1.9e-05
4636.454084,13.772,3.396416,-8.2e-05,-0.001115,-0.001979,-2.1e-05
4637.703845,13.772,3.137695,-7.8e-05,-0.001109,-0.001982,-1.8e-05
