Temps (s),Depl (mm),Force (kN),Jauge 0,Jauge 1,Jauge 2,Jauge 3
175.02696,13.772,0.7643,6.6e-05,-0.001104,-0.001948,0.000263
177.525807,13.772,0.411507,6.4e-05,-0.001104,-0.00194,0.000261
178.778762,13.772,0.58528,6.3e-05,-0.001106,-0.00194,0.000258
181.304564,13.772,1.989951,6.6e-05,-0.001102,-0.001942,0.000261
182.559935,13.772,0.381145,6.7e-05,-0.001102,-0.001938,0.000262
185.074952,13.772,0.771484,6.9e-05,-0.001098,-0.001938,0.000266
187.574861,13.772,0.647325,6.7e-05,-0.001101,-0.001939,0.000261
188.824068,13.772,0.572001,6.6e-05,-0.001106,-0.001938,0.000258
191.32498,13.772,0.641192,6.4e-05,-0.001107,-0.001944,0.000257
192.574601,13.772,0.582951,6.7e-05,-0.001106,-0.001935,0.00026
195.090433,13.772,0.604464,6.8e-05,-0.001106,-0.001939,0.000261
197.603776,13.772,3.633084,6.8e-05,-0.001106,-0.001942,0.000258
198.85721,13.772,0.381081,6.2e-05,-0.00111,-0.001939,0.000252
201.357238,13.772,1.151616,6.7e-05,-0.001107,-0.001938,0.000256
202.604541,13.772,0.563513,6.4e-05,-0.001108,-0.001943,0.000257
205.106581,13.772,1.304141,6e-05,-0.001113,-0.001935,0.000252
207.636193,13.772,0.787161,6.7e-05,-0.001106,-0.001942,0.000262
208.88622,13.772,0.575391,6.6e-05,-0.001108,-0.001938,0.000261
211.402599,13.772,0.506412,7.3e-05,-0.001102,-0.001938,0.000265
212.653984,13.772,0.523484,7.1e-05,-0.001099,-0.001942,0.000269
215.184928,13.772,0.621563,6.9e-05,-0.001103,-0.001938,0.000264
217.682895,13.772,0.585906,6.8e-05,-0.001106,-0.001925,0.000266
218.933844,13.772,0.647516,7e-05,-0.001103,-0.001933,0.000271
221.449954,13.772,0.780211,6.3e-05,-0.001104,-0.001931,0.000262
222.700086,13.772,3.294322,6.2e-05,-0.001104,-0.001926,0.00026
225.199538,13.772,-1.258409,7.1e-05,-0.001098,-0.001924,0.000266
227.700789,13.772,2.705895,7.5e-05,-0.001099,-0.001924,0.000266
228.964947,13.772,0.628459,7.1e-05,-0.001102,-0.001933,0.000263
231.481294,13.772,0.519092,5.9e-05,-0.001109,-0.001927,0.000261
232.732584,13.772,0.742422,5.9e-05,-0.001107,-0.00193,0.000256
235.247385,13.772,0.745377,5.7e-05,-0.001112,-0.001936,0.000251
236.497219,13.772,0.765717,5.6e-05,-0.001111,-0.001926,0.000247
239.028466,13.772,0.655845,5.8e-05,-0.00111,-0.001932,0.000252
241.544111,13.772,0.655904,5.5e-05,-0.00111,-0.001933,0.000249
242.809094,13.772,0.274456,5.4e-05,-0.001109,-0.00193,0.000248
245.323993,13.772,0.456569,5.7e-05,-0.001109,-0.001931,0.000249
246.574108,13.772,0.271093,5.8e-05,-0.001108,-0.001923,0.000251
249.105486,13.772,0.691189,6.2e-05,-0.001107,-0.00193,0.000257
251.637355,13.772,0.661771,6.1e-05,-0.001107,-0.001926,0.000251
252.902955,13.772,0.175816,5.9e-05,-0.001107,-0.001928,0.00025
255.402798,13.772,2.281809,6e-05,-0.001106,-0.001929,0.000249
256.669663,13.772,0.742644,5.9e-05,-0.001108,-0.001921,0.000246
259.184099,13.772,0.186485,6.6e-05,-0.001105,-0.001927,0.000252
261.700911,13.772,0.608289,6.8e-05,-0.001103,-0.001926,0.000265
262.966014,13.772,0.841614,6.6e-05,-0.001102,-0.001917,0.000264
265.480775,13.772,0.68113,6.9e-05,-0.001101,-0.001921,0.000271
266.730795,13.772,1.947737,6.5e-05,-0.001102,-0.001912,0.000268
269.231056,13.772,0.677936,6.2e-05,-0.001104,-0.001915,0.000266
270.482342,13.772,0.646099,6.3e-05,-0.001102,-0.001919,0.000268
272.997086,13.772,0.671782,6.6e-05,-0.001102,-0.001921,0.000266
275.528951,13.772,2.497303,6.4e-05,-0.001106,-0.001915,0.000263
276.779654,13.772,0.468941,6.5e-05,-0.001103,-0.001918,0.000264
279.294216,13.772,0.556987,6.1e-05,-0.001106,-0.001916,0.000259
280.542585,13.772,0.360051,6.4e-05,-0.001105,-0.001917,0.00026
283.05845,13.772,0.664116,6.3e-05,-0.001102,-0.001921,0.00026
285.559961,13.772,0.733562,6.7e-05,-0.001102,-0.00192,0.000263
286.824666,13.772,-0.396928,6.2e-05,-0.001104,-0.001917,0.000258
289.32465,13.772,0.558589,6.5e-05,-0.0011,-0.001916,0.000262
290.574104,13.772,-0.515712,6.5e-05,-0.001101,-0.001924,0.000261
293.07373,13.772,0.601344,7.1e-05,-0.001096,-0.001925,0.000269
295.590003,13.772,0.75195,7.1e-05,-0.001096,-0.001927,0.000267
296.840763,13.772,0.386264,7.1e-05,-0.001098,-0.001921,0.000265
299.340768,13.772,0.590384,7.1e-05,-0.001099,-0.00192,0.000263
300.589972,13.772,0.357085,7.3e-05,-0.001097,-0.001929,0.000265
303.091552,13.772,0.565751,6.9e-05,-0.001101,-0.001927,0.000261
305.590777,13.772,0.68991,6.5e-05,-0.001103,-0.001925,0.000259
306.840787,13.772,0.609095,6.8e-05,-0.001101,-0.001919,0.000258
309.356237,13.772,0.739217,6.7e-05,-0.001104,-0.001919,0.000255
310.622836,13.772,0.140875,6.6e-05,-0.001102,-0.001923,0.000258
313.138924,13.772,0.50881,6.1e-05,-0.001105,-0.001925,0.000247
315.636639,13.772,0.529103,6.5e-05,-0.001105,-0.00192,0.000256
316.888216,13.772,0.560674,7e-05,-0.001102,-0.001923,0.000259
319.403581,13.772,0.369882,7e-05,-0.001098,-0.001927,0.000264
320.668433,13.772,0.627828,6.9e-05,-0.001098,-0.001922,0.000265
323.183799,13.772,0.642041,7.3e-05,-0.001095,-0.001926,0.000265
325.683635,13.772,0.416886,7.8e-05,-0.001091,-0.001925,0.000272
326.934109,13.772,0.696621,7.6e-05,-0.001092,-0.001918,0.000269
329.46573,13.772,0.8014,8.1e-05,-0.001089,-0.001925,0.000271
330.715184,13.772,3.292566,7.9e-05,-0.001091,-0.00192,0.00027
333.245784,13.772,0.867095,8e-05,-0.001091,-0.001925,0.00027
334.496099,13.772,0.594607,8e-05,-0.001091,-0.001921,0.000273
337.028682,13.772,-1.055473,7.8e-05,-0.001092,-0.001915,0.000269
339.558148,13.772,0.643288,7.9e-05,-0.00109,-0.00192,0.000271
340.808824,13.772,0.675703,8.2e-05,-0.00109,-0.001913,0.000273
343.308931,13.772,0.645649,8.4e-05,-0.001085,-0.001917,0.000273
344.559027,13.772,0.603376,8.4e-05,-0.001086,-0.001923,0.000274
347.089467,13.772,0.704181,7.5e-05,-0.001093,-0.001917,0.000268
349.60571,13.772,0.656461,6.7e-05,-0.001099,-0.001919,0.000264
350.873199,13.772,0.008398,6.9e-05,-0.0011,-0.00192,0.000264
353.386791,13.772,0.585519,6.5e-05,-0.001102,-0.001918,0.000259
354.652906,13.772,0.657808,6.5e-05,-0.001101,-0.001917,0.000259
357.183968,13.772,0.713163,6.5e-05,-0.001102,-0.001921,0.000259
359.699576,13.772,0.557587,6.7e-05,-0.0011,-0.001925,0.000262
360.950192,13.772,0.704065,6.9e-05,-0.001099,-0.001919,0.000264
363.465068,13.772,0.718903,7.3e-05,-0.001097,-0.001918,0.000264
364.731808,13.772,0.671077,7.6e-05,-0.001097,-0.001917,0.000268
367.231199,13.772,2.536594,7.5e-05,-0.001095,-0.001909,0.000268
368.482164,13.772,0.086433,7.8e-05,-0.001093,-0.001911,0.000271
370.981278,13.772,0.610676,7.5e-05,-0.001092,-0.001917,0.000275
373.482178,13.772,3.683505,7.7e-05,-0.001093,-0.001912,0.000274
374.730165,13.772,0.842181,7.5e-05,-0.001093,-0.001909,0.000271
377.230806,13.772,0.746363,7.4e-05,-0.001095,-0.001907,0.000271
378.481312,13.772,0.670811,7.4e-05,-0.001093,-0.001914,0.00027
381.012927,13.772,0.602649,6.8e-05,-0.001102,-0.001909,0.000261
383.529101,13.772,0.61691,6.2e-05,-0.001105,-0.001908,0.000258
384.794108,13.772,-1.678403,6.1e-05,-0.001107,-0.001912,0.000257
387.323469,13.772,0.620411,6.7e-05,-0.001102,-0.001914,0.000263
388.574312,13.772,0.829746,6.8e-05,-0.0011,-0.001908,0.000261
391.090212,13.772,0.740337,6.5e-05,-0.001104,-0.001906,0.000258
393.606676,13.772,-0.058411,4.2e-05,-0.001124,-0.001919,0.000233
394.872814,13.772,0.621085,4e-05,-0.001127,-0.001928,0.000228
397.386109,13.772,0.758985,2.9e-05,-0.001136,-0.001932,0.000219
398.637326,13.772,0.661432,2.7e-05,-0.001138,-0.001935,0.000217
401.153527,13.772,0.512391,2.4e-05,-0.001141,-0.001937,0.000216
403.668189,13.772,0.860607,2.5e-05,-0.001139,-0.001937,0.000218
404.918877,13.772,0.507807,3.3e-05,-0.001135,-0.001935,0.000227
407.434035,13.772,0.639028,2.7e-05,-0.001142,-0.001927,0.000217
408.699279,13.772,0.712118,2.6e-05,-0.001142,-0.001934,0.000218
411.2149,13.772,-0.456649,3.4e-05,-0.001133,-0.001935,0.000228
412.465078,13.772,0.654896,3.8e-05,-0.001131,-0.001945,0.000229
414.980814,13.772,0.66132,3.1e-05,-0.001139,-0.001948,0.000217
417.481893,13.772,0.542695,2.5e-05,-0.001142,-0.001947,0.000214
418.731133,13.772,0.718177,1.9e-05,-0.001148,-0.001942,0.000207
421.231082,13.772,0.546244,2.4e-05,-0.001141,-0.001939,0.000217
422.482142,13.772,0.615631,3e-05,-0.001133,-0.001945,0.000225
425.01252,13.772,2.547088,2.4e-05,-0.001141,-0.001936,0.00022
427.542711,13.772,2.224873,2.9e-05,-0.001137,-0.001953,0.000225
428.793683,13.772,0.465753,3.4e-05,-0.001136,-0.001948,0.000222
431.324632,13.772,0.282366,4.3e-05,-0.001126,-0.001952,0.000233
432.589171,13.772,0.704797,4.7e-05,-0.001124,-0.001948,0.00024
435.106004,13.772,0.72597,3.6e-05,-0.00113,-0.001953,0.00023
437.62155,13.772,0.613499,3.7e-05,-0.001128,-0.001956,0.000235
438.887184,13.772,0.600899,3.3e-05,-0.001132,-0.001949,0.000228
441.403087,13.772,2.479695,2.9e-05,-0.001133,-0.001962,0.000225
442.654116,13.772,0.6628,2.6e-05,-0.001136,-0.001962,0.000222
445.184512,13.772,0.387283,3.4e-05,-0.001135,-0.001957,0.000221
447.699171,13.772,0.485876,2.5e-05,-0.001145,-0.001956,0.000208
448.94977,13.772,0.767478,2e-05,-0.001145,-0.001946,0.000209
451.464539,13.772,0.345573,3.3e-05,-0.001136,-0.001947,0.000219
452.730392,13.772,1.487873,2.8e-05,-0.00114,-0.001954,0.000213
455.230584,13.772,0.615271,9e-06,-0.001157,-0.001959,0.000198
456.480448,13.772,0.690165,1.2e-05,-0.001154,-0.00196,0.000198
458.980199,13.772,0.523458,1.2e-05,-0.001154,-0.001946,0.000202
461.480757,13.772,0.301799,2.2e-05,-0.001145,-0.001946,0.000212
462.731148,13.772,0.421051,2.5e-05,-0.001143,-0.001958,0.000213
465.230553,13.772,0.503059,1.9e-05,-0.001146,-0.001967,0.000212
466.480622,13.772,0.211133,1.6e-05,-0.001151,-0.001958,0.000204
468.980998,13.772,0.081908,1.8e-05,-0.001153,-0.001957,0.0002
471.48074,13.772,0.63159,2.4e-05,-0.001146,-0.001961,0.000213
472.731481,13.772,0.205833,2.4e-05,-0.001143,-0.001968,0.000216
475.246379,13.772,0.613806,2.9e-05,-0.001139,-0.001972,0.000225
476.512032,13.772,0.648789,3.6e-05,-0.001136,-0.001962,0.000229
479.043829,13.772,0.697115,2.8e-05,-0.00114,-0.001973,0.000224
481.574155,13.772,2.64593,2.6e-05,-0.00114,-0.001966,0.000225
482.824498,13.772,0.268196,2.8e-05,-0.001139,-0.001974,0.000225
485.354841,13.772,0.070183,2.1e-05,-0.001147,-0.001969,0.000214
486.605909,13.772,0.754496,1.4e-05,-0.001153,-0.001975,0.000206
489.136412,13.772,-0.438049,8e-06,-0.001161,-0.001982,0.000199
491.653511,13.772,0.571163,0.0,-0.001168,-0.001969,0.000188
492.918657,13.772,2.492773,-3e-06,-0.001173,-0.001971,0.000188
495.434109,13.772,0.945135,4e-06,-0.001163,-0.001965,0.000198
496.684497,13.772,0.619446,5e-06,-0.00116,-0.001963,0.000197
499.168948,13.772,0.654583,1.6e-05,-0.001156,-0.001962,0.000212
501.684135,13.772,-0.476506,2.3e-05,-0.001149,-0.00197,0.000208
502.949081,13.772,0.836786,3.2e-05,-0.001143,-0.001975,0.000214
505.449911,13.772,0.686069,3.9e-05,-0.001134,-0.001972,0.000228
506.699894,13.772,0.55686,3.8e-05,-0.001132,-0.001971,0.000234
509.20078,13.772,0.696743,2.4e-05,-0.001138,-0.001968,0.000223
511.714558,13.772,0.745621,2.6e-05,-0.001149,-0.001971,0.000214
512.964844,13.772,0.718208,2.5e-05,-0.001149,-0.001964,0.000215
515.481943,13.772,0.735233,3.2e-05,-0.00114,-0.00197,0.000223
516.730141,13.772,0.552329,2.5e-05,-0.001145,-0.001971,0.000217
519.231531,13.772,3.163139,2e-05,-0.001149,-0.001971,0.000207
520.497197,13.772,0.189556,1.9e-05,-0.00115,-0.001959,0.000205
523.011006,13.772,0.691756,1.8e-05,-0.00115,-0.001957,0.000207
525.528074,13.772,0.579275,1.5e-05,-0.00115,-0.001955,0.000211
526.794355,13.772,0.616523,1.7e-05,-0.001149,-0.001956,0.000211
529.293672,13.772,0.317142,1.6e-05,-0.001149,-0.001951,0.000213
530.543689,13.772,0.617902,1.5e-05,-0.001147,-0.001959,0.000216
533.028519,13.772,0.658328,1.9e-05,-0.001143,-0.001955,0.000216
535.542859,13.772,0.698224,2.7e-05,-0.001136,-0.001953,0.000223
536.794022,13.772,0.446574,3.1e-05,-0.001131,-0.001947,0.000228
539.308652,13.772,0.563719,3.5e-05,-0.001129,-0.001943,0.000232
540.559416,13.772,0.660625,3.9e-05,-0.001122,-0.001948,0.000238
543.074088,13.772,0.695205,4.7e-05,-0.001119,-0.001941,0.000241
545.575079,13.772,0.521856,5.2e-05,-0.001115,-0.00194,0.000244
546.825124,13.772,-2.459068,5.4e-05,-0.001115,-0.001944,0.000245
549.339774,13.772,0.522487,4.6e-05,-0.00112,-0.001945,0.000233
550.587832,13.772,0.573927,4.5e-05,-0.001122,-0.00193,0.000233
553.106237,13.772,0.555831,5.1e-05,-0.001123,-0.001928,0.000236
555.621854,13.772,0.647012,4.6e-05,-0.001121,-0.001932,0.000234
556.887527,13.772,1.909327,4.8e-05,-0.001122,-0.001934,0.000233
559.400662,13.772,0.652811,4.5e-05,-0.001125,-0.001936,0.000231
560.652924,13.772,0.627664,4.6e-05,-0.001123,-0.00194,0.000234
563.183793,13.772,0.53827,4.3e-05,-0.001125,-0.001935,0.000233
565.683795,13.772,1.757581,4.9e-05,-0.001126,-0.00194,0.000235
566.934352,13.772,0.189105,4.8e-05,-0.001125,-0.001941,0.000236
569.449512,13.772,0.515622,4.4e-05,-0.001122,-0.001944,0.000238
570.699159,13.772,0.44258,4.2e-05,-0.001123,-0.001939,0.000237
573.230678,13.772,0.564908,4.5e-05,-0.00112,-0.001945,0.00024
574.480814,13.772,1.243847,4.4e-05,-0.001119,-0.001938,0.000238
576.981979,13.772,-0.785176,4.9e-05,-0.001117,-0.001935,0.000241
579.512495,13.772,0.392052,4.7e-05,-0.001117,-0.001941,0.00024
580.778601,13.772,0.591418,4.5e-05,-0.001119,-0.001937,0.000239
583.309145,13.772,0.633977,4.8e-05,-0.001118,-0.001944,0.00024
584.574231,13.772,0.656705,4.5e-05,-0.001121,-0.001942,0.000238
587.074588,13.772,0.627754,4.3e-05,-0.001123,-0.001937,0.00024
589.590538,13.772,1.355852,4.6e-05,-0.001119,-0.001935,0.000245
590.855721,13.772,-0.414318,5.1e-05,-0.001117,-0.001931,0.000246
593.386281,13.772,0.759059,5.3e-05,-0.001116,-0.001934,0.00025
594.622488,13.772,2.653591,4.7e-05,-0.00112,-0.001926,0.000243
597.152774,13.772,2.88282,4.8e-05,-0.001122,-0.001936,0.000245
599.654109,13.772,0.055843,5.1e-05,-0.001123,-0.001932,0.000242
600.91853,13.772,0.601933,4.7e-05,-0.001122,-0.001927,0.000244
603.434227,13.772,0.721429,5e-05,-0.001119,-0.001926,0.000247
604.684157,13.772,0.602114,4.8e-05,-0.00112,-0.001923,0.000246
607.184881,13.772,3.070557,4.7e-05,-0.001118,-0.001922,0.000244
608.449493,13.772,0.336729,5.3e-05,-0.001115,-0.001926,0.000249
610.949481,13.772,0.55521,5.8e-05,-0.001114,-0.001928,0.000252
613.451129,13.772,0.542155,6e-05,-0.001111,-0.001929,0.000254
614.714648,13.772,0.413119,6.3e-05,-0.00111,-0.001926,0.000256
617.230808,13.772,0.205568,7.2e-05,-0.001104,-0.00193,0.000267
619.731164,13.772,2.280531,6.5e-05,-0.001106,-0.001926,0.000262
620.982143,13.772,0.395851,6.4e-05,-0.001105,-0.001924,0.00026
623.480771,13.772,0.818467,6.9e-05,-0.001104,-0.001922,0.000262
624.732753,13.772,0.622486,6.9e-05,-0.001101,-0.001921,0.000264
627.230269,13.772,0.68712,6.6e-05,-0.001105,-0.001923,0.00026
629.730301,13.772,0.633399,6.4e-05,-0.001105,-0.001924,0.000256
630.980939,13.772,2.372948,6.9e-05,-0.001101,-0.001921,0.000259
633.481119,13.772,0.717296,6.5e-05,-0.001105,-0.001928,0.000255
634.731901,13.772,0.703046,6.4e-05,-0.001104,-0.001926,0.000255
637.231071,13.772,0.721731,6.8e-05,-0.001103,-0.001926,0.000257
639.731732,13.772,0.617011,6.2e-05,-0.001105,-0.001932,0.000255
640.980144,13.772,0.704855,5.9e-05,-0.001108,-0.001931,0.000253
643.480553,13.772,0.675029,5.2e-05,-0.001114,-0.001928,0.000244
644.730381,13.772,0.821714,5e-05,-0.001117,-0.001921,0.000241
647.231107,13.772,-0.763568,5.4e-05,-0.001115,-0.001923,0.000246
649.730777,13.772,0.711009,6.3e-05,-0.00111,-0.001921,0.000257
650.981784,13.772,0.585593,6.5e-05,-0.001104,-0.001922,0.00026
653.480209,13.772,0.647452,6.8e-05,-0.001103,-0.001922,0.000265
654.746,13.772,0.701136,6.7e-05,-0.001103,-0.001919,0.000264
657.278545,13.772,0.732283,6.9e-05,-0.0011,-0.001922,0.000267
658.542961,13.772,0.522795,7.2e-05,-0.0011,-0.001913,0.000268
661.05842,13.772,2.428828,6.9e-05,-0.001099,-0.001921,0.000267
663.558867,13.772,0.607329,6.8e-05,-0.001103,-0.001916,0.000263
664.808653,13.772,0.829873,6.8e-05,-0.001104,-0.001918,0.000265
667.324228,13.772,0.723811,6.8e-05,-0.001102,-0.001912,0.000265
668.57523,13.772,0.731747,6.9e-05,-0.001101,-0.001917,0.000266
671.089193,13.772,3.655567,7e-05,-0.001104,-0.001915,0.000262
673.589754,13.772,0.995763,6.9e-05,-0.0011,-0.001923,0.000265
674.840513,13.772,0.570118,6.8e-05,-0.001101,-0.001912,0.000264
677.340597,13.772,0.693008,7e-05,-0.001098,-0.001913,0.000265
678.590656,13.772,0.527448,7.3e-05,-0.001099,-0.001923,0.000265
681.106219,13.772,2.352634,6.7e-05,-0.001104,-0.001923,0.00026
683.636977,13.772,0.730103,6.7e-05,-0.001104,-0.001915,0.00026
684.902527,13.772,-1.3137,6.8e-05,-0.001104,-0.001917,0.00026
687.433499,13.772,0.70937,6.9e-05,-0.001102,-0.001913,0.000264
688.684519,13.772,0.685899,7e-05,-0.001099,-0.001922,0.000265
691.182931,13.772,0.542355,6.8e-05,-0.001102,-0.001921,0.000265
693.68376,13.772,0.256445,7.2e-05,-0.001099,-0.001921,0.000269
694.948762,13.772,0.719853,7.1e-05,-0.001097,-0.001921,0.000267
697.449767,13.772,-1.218253,7e-05,-0.001099,-0.001917,0.000266
698.699916,13.772,2.850734,7.2e-05,-0.001098,-0.001919,0.00027
701.215187,13.772,0.182044,7.4e-05,-0.001096,-0.001914,0.000268
702.481091,13.772,0.656132,7.4e-05,-0.001095,-0.001921,0.000268
704.996156,13.772,0.564706,7.5e-05,-0.001094,-0.001916,0.000267
707.512098,13.772,0.819639,7.6e-05,-0.001097,-0.001913,0.000268
708.762865,13.772,0.140478,7.7e-05,-0.001093,-0.001924,0.000271
711.294512,13.772,-0.89317,7.7e-05,-0.001095,-0.001914,0.000271
712.556782,13.772,1.252606,7.9e-05,-0.001094,-0.001913,0.000271
715.075111,13.772,0.200199,7.7e-05,-0.001095,-0.001913,0.000271
717.5898,13.772,0.572319,8.1e-05,-0.001092,-0.001916,0.000275
718.840735,13.772,0.68547,8.3e-05,-0.00109,-0.001919,0.000277
721.355668,13.772,0.914863,8.4e-05,-0.001091,-0.001915,0.000272
722.62304,13.772,0.296882,8.6e-05,-0.001091,-0.001913,0.000273
725.136596,13.772,0.682987,8.7e-05,-0.001086,-0.001918,0.000279
727.638082,13.772,0.628528,8.2e-05,-0.001089,-0.001921,0.000276
728.902468,13.772,0.549162,7.7e-05,-0.001095,-0.001923,0.000268
731.418352,13.772,0.507176,7.2e-05,-0.001095,-0.001924,0.000266
