Temps (s),Depl (mm),Force (kN),Jauge 0,Jauge 1,Jauge 2,Jauge 3
2520.58245,9.193,3.106208,0.000839,0.000308,-0.002064,-0.000624
2521.846537,9.193,2.966696,0.000843,0.000311,-0.002058,-0.000619
2524.364458,9.193,3.217884,0.000842,0.000304,-0.002068,-0.000622
2526.8639510000003,9.193,3.055915,0.000868,0.000319,-0.002072,-0.000607
2528.128126,9.193,3.148735,0.000851,0.000305,-0.002067,-0.000622
2530.6443790000003,9.193,3.053787,0.00084,0.000308,-0.002067,-0.000625
2531.894322,9.193,4.020431,0.000842,0.00031,-0.002067,-0.000621
2534.409651,9.193,3.113455,0.000835,0.000298,-0.002064,-0.000625
2535.66042,9.193,3.114888,0.000832,0.000295,-0.002076,-0.000631
2538.191053,9.193,3.051342,0.000829,0.000296,-0.00207,-0.000632
2540.70655,9.193,3.059034,0.000838,0.000306,-0.002065,-0.00062
2541.957308,9.193,3.012905,0.000846,0.000311,-0.002065,-0.000614
2544.471932,9.193,3.168179,0.000852,0.000317,-0.002072,-0.000611
2545.722595,9.193,3.138496,0.000839,0.000301,-0.002084,-0.000629
2548.23695,9.193,2.931979,0.000819,0.00029,-0.002079,-0.000638
2550.7546709999997,9.193,3.166105,0.000834,0.000302,-0.00207,-0.000625
2552.018895,9.193,3.116548,0.000837,0.000304,-0.002072,-0.000623
2554.5196690000002,9.193,2.835057,0.000831,0.000295,-0.002081,-0.000635
2555.785183,9.193,3.035288,0.000832,0.0003,-0.002071,-0.000628
2558.300373,9.193,3.740324,0.000849,0.000314,-0.002073,-0.000616
2560.8321880000003,9.193,3.100808,0.000855,0.00032,-0.00207,-0.000612
2562.082891,9.193,2.739992,0.000863,0.000327,-0.002076,-0.000604
2564.613981,9.193,2.795485,0.00086,0.000324,-0.002087,-0.000606
2565.8640530000002,9.193,3.115211,0.000861,0.000322,-0.002085,-0.000606
2568.378436,9.193,2.943894,0.000852,0.000321,-0.002075,-0.000605
2570.877798,9.193,2.841476,0.000859,0.000324,-0.002077,-0.000602
2572.126966,9.193,2.865695,0.000853,0.000318,-0.002082,-0.000613
2574.628895,9.193,3.017107,0.000852,0.000313,-0.002084,-0.000617
2575.878608,9.193,3.114851,0.000856,0.000321,-0.002076,-0.000609
2578.378665,9.193,2.987668,0.00086,0.000328,-0.002075,-0.000599
2580.8790529999997,9.193,3.079618,0.00086,0.000325,-0.002074,-0.000603
2582.129306,9.193,3.005138,0.000862,0.000326,-0.002071,-0.000602
2584.6293,9.193,3.037877,0.000864,0.000332,-0.002068,-0.000599
2585.877884,9.193,2.844909,0.000865,0.000334,-0.002071,-0.000598
2588.378076,9.193,2.96112,0.000867,0.000333,-0.002075,-0.000595
2590.8940119999997,9.193,3.339915,0.000869,0.000331,-0.002073,-0.000596
2592.1594729999997,9.193,3.164789,0.00087,0.000334,-0.002071,-0.000597
2594.676558,9.193,2.89933,0.000864,0.000327,-0.002074,-0.000598
2595.941986,9.193,3.425468,0.000858,0.000326,-0.002071,-0.000601
2598.474119,9.193,3.045214,0.000863,0.000327,-0.002069,-0.000602
2599.7219809999997,9.193,3.382819,0.000865,0.000328,-0.002075,-0.000599
2602.221816,9.193,3.092818,0.000868,0.000328,-0.00207,-0.0006
2604.722541,9.193,3.125997,0.000868,0.00033,-0.002068,-0.0006
2605.967692,9.193,2.970824,0.000865,0.000326,-0.002066,-0.0006
2608.47083,9.193,3.007372,0.000868,0.000332,-0.002063,-0.0006
2609.723211,9.193,3.426603,0.000868,0.000336,-0.002067,-0.000601
2612.23863,9.193,3.057326,0.00088,0.000342,-0.002066,-0.000595
2614.753186,9.193,2.796525,0.000887,0.00034,-0.002061,-0.000587
2616.0037279999997,9.193,3.169283,0.000894,0.000345,-0.002066,-0.000585
2618.5040289999997,9.193,2.881483,0.000891,0.000348,-0.002065,-0.000587
2619.769864,9.193,2.866246,0.000888,0.000349,-0.002059,-0.000586
2622.268897,9.193,3.039734,0.000883,0.000346,-0.00206,-0.000588
2624.785347,9.193,3.074663,0.00089,0.000351,-0.002061,-0.000581
2626.051389,9.193,3.115222,0.000888,0.000353,-0.002056,-0.000575
2628.566747,9.193,3.393796,0.000894,0.000356,-0.002064,-0.000577
2629.8166739999997,9.193,3.16942,0.000892,0.000354,-0.002056,-0.000577
2632.331193,9.193,2.902725,0.000903,0.000357,-0.002055,-0.000579
2634.847503,9.193,3.182933,0.000905,0.00036,-0.002061,-0.000578
2636.1137289999997,9.193,3.140395,0.000902,0.00036,-0.002056,-0.000573
2638.615342,9.193,2.929278,0.000896,0.000355,-0.002059,-0.000577
2639.861722,9.193,3.12762,0.000889,0.00035,-0.002057,-0.000585
2642.36359,9.193,3.102192,0.00088,0.000347,-0.002048,-0.000587
2644.8787190000003,9.193,3.055257,0.000874,0.000345,-0.002043,-0.000592
2646.128546,9.193,1.891762,0.000875,0.000345,-0.002045,-0.00059
2648.6295920000002,9.193,2.874157,0.000872,0.000342,-0.002048,-0.00059
2649.878506,9.193,2.756104,0.000871,0.000345,-0.00205,-0.000591
2652.378917,9.193,3.395647,0.000879,0.000347,-0.002052,-0.000586
2654.894444,9.193,2.849206,0.000884,0.000346,-0.002047,-0.000584
2656.144953,9.193,3.087263,0.000886,0.000348,-0.002054,-0.000582
2658.659141,9.193,3.058106,0.000885,0.000347,-0.002047,-0.000582
2659.909895,9.193,3.117758,0.000885,0.000348,-0.00205,-0.00058
2662.40956,9.193,3.043739,0.000887,0.000349,-0.00205,-0.00058
2663.659322,9.193,2.946865,0.000886,0.000347,-0.00205,-0.000584
2666.19114,9.193,3.253716,0.000879,0.000345,-0.002042,-0.000589
2668.707035,9.193,3.163548,0.000871,0.000341,-0.002044,-0.000589
2669.9729399999997,9.193,3.219603,0.000874,0.000344,-0.002037,-0.000584
2672.486923,9.193,3.128623,0.000874,0.000348,-0.002038,-0.000581
2673.7538480000003,9.193,3.070584,0.000876,0.000347,-0.002038,-0.000581
2676.253573,9.193,3.306248,0.000881,0.000349,-0.002036,-0.00058
2678.7696029999997,9.193,3.561749,0.000876,0.000346,-0.002036,-0.000582
2680.01945,9.193,3.093433,0.000874,0.000346,-0.00204,-0.000584
2682.534907,9.193,3.278687,0.000877,0.000344,-0.002038,-0.000581
2683.784783,9.193,3.153388,0.00088,0.000351,-0.002047,-0.00058
2686.284127,9.193,2.874947,0.000892,0.000358,-0.002043,-0.000573
2688.8004149999997,9.193,3.069066,0.000894,0.000361,-0.002045,-0.000571
2690.066973,9.193,3.042047,0.000894,0.00036,-0.002037,-0.00057
2692.596083,9.193,3.189755,0.000894,0.000362,-0.002037,-0.000569
2693.846996,9.193,3.272809,0.000892,0.000361,-0.002036,-0.000568
2696.363717,9.193,3.871746,0.000887,0.000362,-0.002042,-0.000573
2698.862303,9.193,3.0667,0.000887,0.00036,-0.002042,-0.000569
2700.1125039999997,9.193,3.499354,0.000887,0.000359,-0.002037,-0.00057
2702.613414,9.193,2.947693,0.00089,0.00036,-0.002041,-0.000568
2703.864024,9.193,3.213581,0.000891,0.000361,-0.002047,-0.000568
2706.37864,9.193,3.476276,0.000894,0.000362,-0.002049,-0.000571
2708.878772,9.193,2.943714,0.000892,0.000365,-0.002051,-0.000569
2710.1294820000003,9.193,3.015096,0.000891,0.000362,-0.002043,-0.000572
2712.6445519999997,9.193,2.619568,0.000894,0.000362,-0.002042,-0.000572
2713.909975,9.193,3.082786,0.000894,0.000363,-0.002041,-0.00057
2716.424837,9.193,2.893935,0.000898,0.000366,-0.00204,-0.000567
2717.676766,9.193,3.048811,0.0009,0.000368,-0.002049,-0.000567
2720.191425,9.193,2.71058,0.000905,0.000367,-0.002047,-0.000566
2722.721806,9.193,3.038354,0.000902,0.000367,-0.002041,-0.000567
2723.9737729999997,9.193,3.124962,0.000903,0.000367,-0.002036,-0.000568
2726.4720509999997,9.193,3.10745,0.000898,0.000364,-0.002042,-0.000571
2727.72297,9.193,3.050111,0.000899,0.000363,-0.002032,-0.000571
2730.238157,9.193,2.788769,0.000901,0.000366,-0.002038,-0.00057
2732.7370069999997,9.193,3.083799,0.000898,0.000364,-0.002037,-0.000569
2733.988767,9.193,2.924053,0.000896,0.000363,-0.002029,-0.000567
2736.504382,9.193,3.103821,0.000891,0.000362,-0.002036,-0.000567
2737.770413,9.193,3.156821,0.000897,0.000363,-0.00204,-0.000565
2740.2712739999997,9.193,3.179845,0.00089,0.000364,-0.002034,-0.000567
2742.7690709999997,9.193,3.385774,0.000887,0.000364,-0.002041,-0.000568
2744.035116,9.193,3.100516,0.00089,0.000368,-0.002035,-0.000564
2746.5518819999998,9.193,2.777994,0.000891,0.000363,-0.002041,-0.000569
2747.816616,9.193,3.007955,0.000886,0.00036,-0.002034,-0.000573
2750.332166,9.193,3.116416,0.000889,0.000361,-0.002039,-0.000572
2752.832528,9.193,3.134798,0.000891,0.000363,-0.002038,-0.000569
2754.0964240000003,9.193,3.134443,0.000889,0.000362,-0.002034,-0.000568
2756.597022,9.193,3.087746,0.000891,0.000364,-0.002034,-0.000567
2757.848637,9.193,2.985132,0.000897,0.000367,-0.002038,-0.000567
2760.3641159999997,9.193,3.189161,0.000899,0.000369,-0.002035,-0.000562
2762.878644,9.193,3.083921,0.000899,0.00037,-0.002033,-0.000557
2764.1286950000003,9.193,2.785246,0.0009,0.000373,-0.002041,-0.000555
2766.627051,9.193,3.121758,0.000899,0.000374,-0.002041,-0.000557
2767.879239,9.193,2.916126,0.000898,0.000374,-0.002033,-0.000555
2770.394393,9.193,2.959364,0.000896,0.000373,-0.002031,-0.000555
2772.92528,9.193,3.386167,0.000895,0.000373,-0.002036,-0.000558
2774.176481,9.193,3.050827,0.000896,0.000374,-0.002036,-0.000559
2776.676653,9.193,3.250331,0.0009,0.000376,-0.00203,-0.000556
2777.9421199999997,9.193,2.976336,0.000901,0.000376,-0.002034,-0.000556
2780.473351,9.193,3.584626,0.000907,0.000378,-0.002037,-0.000557
2781.722006,9.193,3.251806,0.000907,0.000378,-0.002034,-0.000554
2784.224351,9.193,3.082542,0.00091,0.000379,-0.002029,-0.000552
2786.72105,9.193,2.997541,0.000919,0.000381,-0.002029,-0.000549
2787.9722,9.193,3.149536,0.000922,0.000382,-0.002032,-0.000548
2790.4733610000003,9.193,3.022216,0.000915,0.000379,-0.002031,-0.000555
2791.723387,9.193,3.08217,0.000914,0.000377,-0.002034,-0.000557
2794.239207,9.193,3.157075,0.000899,0.00037,-0.002032,-0.000565
2796.7709910000003,9.193,3.110601,0.000896,0.000365,-0.00203,-0.000568
2798.019025,9.193,3.156417,0.000894,0.000364,-0.002026,-0.000567
2800.53427,9.193,3.162571,0.000893,0.000366,-0.002026,-0.00056
2801.7998909999997,9.193,3.106193,0.000894,0.00037,-0.002032,-0.000561
2804.3164930000003,9.193,3.043882,0.000897,0.000368,-0.002029,-0.000561
2806.8315549999998,9.193,3.214452,0.0009,0.000372,-0.00203,-0.00056
2808.081762,9.193,3.114962,0.000901,0.000374,-0.002032,-0.000559
2810.598221,9.193,2.97563,0.000898,0.000374,-0.00203,-0.000561
2811.863555,9.193,3.104017,0.0009,0.000374,-0.002035,-0.000559
2814.3628639999997,9.193,2.873509,0.000899,0.000371,-0.002033,-0.000559
2816.863794,9.193,3.0654,0.000892,0.000366,-0.00203,-0.000565
2818.1281289999997,9.193,3.102829,0.000883,0.000361,-0.002025,-0.00057
2820.6285820000003,9.193,3.176041,0.000876,0.000352,-0.002027,-0.000577
2821.875363,9.193,3.284661,0.000875,0.000354,-0.002035,-0.000579
2824.378774,9.193,3.18714,0.000874,0.000349,-0.002038,-0.000583
2826.879967,9.193,3.216276,0.000859,0.000337,-0.002042,-0.000594
2828.1445009999998,9.193,3.207427,0.00085,0.00033,-0.002044,-0.000599
2830.675635,9.193,2.929597,0.000855,0.000333,-0.002058,-0.000596
2831.94197,9.193,3.406857,0.000859,0.000334,-0.002053,-0.000594
2834.442611,9.193,3.059719,0.000843,0.000321,-0.002051,-0.000607
2835.707172,9.193,3.064828,0.000846,0.000327,-0.002051,-0.000603
2838.2221689999997,9.193,3.045739,0.000845,0.000323,-0.002053,-0.000604
2840.721667,9.193,3.069379,0.000836,0.000314,-0.002054,-0.000615
2841.973699,9.193,2.982272,0.00083,0.000307,-0.002057,-0.00062
2844.4886850000003,9.193,3.260559,0.000835,0.000312,-0.002058,-0.000613
2845.7385050000003,9.193,3.177251,0.000837,0.000315,-0.00206,-0.000613
2848.254747,9.193,3.195055,0.000836,0.000314,-0.002058,-0.000619
2850.754726,9.193,3.544332,0.000833,0.00031,-0.002065,-0.00062
2852.019535,9.193,2.062745,0.00083,0.000309,-0.00207,-0.000622
2854.519768,9.193,2.843582,0.000824,0.000301,-0.002075,-0.000629
2855.7693879999997,9.193,3.304026,0.000824,0.000302,-0.002066,-0.000625
2858.284726,9.193,3.103296,0.000818,0.000297,-0.002061,-0.000636
2860.801633,9.193,2.642826,0.00083,0.000305,-0.002064,-0.000621
2862.051324,9.193,2.891001,0.000817,0.000295,-0.002064,-0.000635
2864.55197,9.193,2.45223,0.000822,0.000303,-0.002069,-0.000628
2865.815948,9.193,3.116739,0.000836,0.000314,-0.00207,-0.000619
2868.331999,9.193,3.234038,0.000831,0.000313,-0.002065,-0.000618
2870.8641749999997,9.193,3.035479,0.00082,0.000299,-0.002061,-0.000635
2872.129385,9.193,2.937708,0.000823,0.000302,-0.002063,-0.00063
2874.6292670000003,9.193,3.236293,0.000844,0.000315,-0.002066,-0.000617
2875.87928,9.193,2.819937,0.000849,0.000323,-0.002074,-0.00061
2878.395097,9.193,3.133923,0.000818,0.000292,-0.002088,-0.000644
2880.925863,9.193,2.987238,0.00081,0.00029,-0.002084,-0.00064
2882.177236,9.193,2.989546,0.000807,0.000292,-0.00208,-0.000636
2884.691637,9.193,3.146077,0.00081,0.000291,-0.002075,-0.00064
2885.942118,9.193,3.2915,0.000811,0.000293,-0.00207,-0.000636
2888.457852,9.193,3.037245,0.000836,0.000312,-0.002068,-0.00062
2889.7219059999998,9.193,3.379185,0.000825,0.0003,-0.00206,-0.000632
2892.223215,9.193,3.083645,0.000816,0.000294,-0.00207,-0.000635
2894.754358,9.193,3.116665,0.000836,0.000306,-0.002077,-0.000626
2896.018901,9.193,2.744173,0.000839,0.00031,-0.002075,-0.000617
2898.5195160000003,9.193,3.116538,0.000841,0.000322,-0.002076,-0.00061
2899.784972,9.193,2.916084,0.000836,0.000317,-0.002079,-0.000613
2902.301072,9.193,2.986416,0.000835,0.00031,-0.002082,-0.000621
2904.8313639999997,9.193,2.498083,0.000854,0.000328,-0.002091,-0.000603
2906.080312,9.193,3.102834,0.00085,0.000322,-0.002084,-0.000603
2908.581731,9.193,2.232221,0.000841,0.000318,-0.002082,-0.000609
2909.831858,9.193,3.143138,0.00084,0.000314,-0.002088,-0.000615
2912.346987,9.193,3.073475,0.00084,0.000313,-0.00208,-0.000617
2914.8628639999997,9.193,3.007563,0.000853,0.000327,-0.002078,-0.000603
2916.114099,9.193,3.235641,0.000846,0.000325,-0.002083,-0.000602
2918.628731,9.193,3.143085,0.000849,0.000325,-0.002079,-0.0006
2919.8787549999997,9.193,3.243917,0.000849,0.000325,-0.002087,-0.000602
2922.394394,9.193,3.112527,0.000853,0.000326,-0.002085,-0.000602
2924.894694,9.193,3.205868,0.000851,0.000325,-0.002083,-0.000605
2926.159705,9.193,3.120373,0.000851,0.000326,-0.002081,-0.000603
2928.66041,9.193,3.245715,0.000846,0.000324,-0.00208,-0.000605
2929.925582,9.193,3.095497,0.000847,0.000318,-0.002075,-0.000613
2932.45721,9.193,3.071151,0.000846,0.000317,-0.00208,-0.000616
2933.723776,9.193,3.084298,0.000846,0.00032,-0.002076,-0.00061
2936.253921,9.193,3.034561,0.000844,0.000319,-0.002077,-0.000614
2938.769856,9.193,2.996565,0.000841,0.000319,-0.002069,-0.000611
2940.019339,9.193,3.173877,0.000844,0.000322,-0.002076,-0.000607
2942.5195160000003,9.193,3.061533,0.000847,0.000321,-0.002076,-0.000608
2943.769866,9.193,2.949051,0.000841,0.000317,-0.002068,-0.000612
2946.27053,9.193,3.145064,0.000839,0.000314,-0.002072,-0.000617
2948.8024,9.193,3.179994,0.000831,0.000308,-0.002072,-0.000621
2950.0505009999997,9.193,3.121281,0.000822,0.0003,-0.002075,-0.000632
2952.567168,9.193,3.407218,0.00082,0.000301,-0.002081,-0.000631
2953.832215,9.193,3.556354,0.000824,0.000304,-0.002085,-0.000627
2956.331912,9.193,3.035107,0.000825,0.000305,-0.002081,-0.000625
2958.848211,9.193,3.046535,0.000823,0.000302,-0.002073,-0.000627
2960.113829,9.193,3.091274,0.000824,0.000304,-0.002077,-0.000631
2962.629717,9.193,3.11379,0.000825,0.000304,-0.002077,-0.000631
2963.879606,9.193,3.669589,0.000823,0.000302,-0.002078,-0.000636
2966.408502,9.193,3.101089,0.00082,0.0003,-0.00207,-0.000631
2968.910148,9.193,3.006708,0.000816,0.000298,-0.002072,-0.000632
2970.159964,9.193,3.451193,0.000819,0.000302,-0.002078,-0.00063
2972.675468,9.193,3.110819,0.000823,0.000302,-0.00208,-0.000626
2973.941411,9.193,3.10015,0.000823,0.000302,-0.002079,-0.000627
2976.4570759999997,9.193,3.110665,0.000832,0.000312,-0.002077,-0.000619
2977.7240620000002,9.193,3.069247,0.000833,0.000311,-0.002074,-0.000619
2980.222832,9.193,2.996437,0.000824,0.000304,-0.002083,-0.000627
2982.722405,9.193,3.034317,0.000826,0.00031,-0.002082,-0.000625
2983.972947,9.193,3.042349,0.000827,0.000309,-0.002075,-0.000624
2986.503483,9.193,2.983153,0.000831,0.000312,-0.002084,-0.000616
2987.75371,9.193,3.308254,0.000824,0.000305,-0.00208,-0.000625
2990.253627,9.193,2.943984,0.000823,0.000304,-0.002079,-0.000624
2992.754949,9.193,3.030715,0.000824,0.000306,-0.002073,-0.000624
2994.0205960000003,9.193,3.549887,0.000826,0.000307,-0.002069,-0.000622
2996.550353,9.193,3.234712,0.000828,0.000307,-0.002075,-0.000622
2997.816878,9.193,2.841126,0.000824,0.000307,-0.002073,-0.000622
3000.3322,9.193,3.439166,0.000832,0.000315,-0.002074,-0.000615
3002.86369,9.193,3.05393,0.000836,0.000318,-0.002068,-0.000612
3004.114007,9.193,2.989212,0.000836,0.000316,-0.002073,-0.00061
3006.644752,9.193,2.904885,0.000835,0.000314,-0.002071,-0.000615
3007.8939339999997,9.193,3.318445,0.000833,0.000313,-0.002072,-0.000616
3010.394853,9.193,3.1065,0.000835,0.000317,-0.002069,-0.00061
3012.9247029999997,9.193,3.027712,0.000834,0.000315,-0.002073,-0.000616
3014.176035,9.193,3.062403,0.000832,0.000317,-0.002067,-0.000613
3016.677079,9.193,3.026985,0.000841,0.000323,-0.002067,-0.000609
3017.925658,9.193,3.187172,0.000842,0.000324,-0.002069,-0.000608
3020.44246,9.193,3.347502,0.000845,0.000322,-0.002063,-0.000606
3022.941447,9.193,3.030789,0.000843,0.000321,-0.002057,-0.000607
3024.191807,9.193,3.060525,0.000848,0.000325,-0.002063,-0.000605
3026.70685,9.193,3.083322,0.000844,0.000322,-0.002058,-0.000607
3027.956924,9.193,3.069284,0.000843,0.000322,-0.002059,-0.000606
3030.4743120000003,9.193,3.198228,0.000848,0.00033,-0.002061,-0.000599
3031.73864,9.193,3.454191,0.000847,0.000327,-0.002055,-0.000602
3034.269691,9.193,3.067061,0.000845,0.000328,-0.002053,-0.000602
3036.785488,9.193,3.012613,0.000848,0.000332,-0.002052,-0.000596
3038.0508440000003,9.193,4.498402,0.000851,0.000334,-0.002056,-0.000597
3040.581706,9.193,3.109768,0.000854,0.000336,-0.002053,-0.000595
3041.8326939999997,9.193,2.904657,0.000849,0.00033,-0.002056,-0.0006
3044.362309,9.193,2.839641,0.000849,0.000329,-0.002052,-0.000599
3046.864528,9.193,3.24918,0.00085,0.000334,-0.002051,-0.000598
3048.12849,9.193,2.999668,0.000853,0.000334,-0.00205,-0.000595
3050.6443209999998,9.193,3.441378,0.000854,0.000335,-0.002051,-0.000596
3051.8947820000003,9.193,3.13309,0.000854,0.000337,-0.002052,-0.000593
3054.409783,9.193,3.140268,0.000853,0.000334,-0.00205,-0.000594
3056.9254659999997,9.193,2.641017,0.000858,0.000336,-0.002054,-0.00059
3058.176832,9.193,2.959513,0.000857,0.000338,-0.002051,-0.000589
3060.7069460000002,9.193,3.686455,0.000861,0.000343,-0.002047,-0.000584
3061.9707399999998,9.193,3.107789,0.000863,0.000345,-0.002047,-0.000583
3064.473755,9.193,3.067703,0.000863,0.000346,-0.002049,-0.000582
3065.723014,9.193,2.737838,0.000863,0.000344,-0.002046,-0.000583
3068.23848,9.193,3.257371,0.000863,0.000345,-0.002042,-0.000584
3070.7542599999997,9.193,3.045644,0.000862,0.000345,-0.002039,-0.000581
3072.0205509999996,9.193,3.219306,0.00086,0.000341,-0.002043,-0.000585
3074.5192960000004,9.193,3.08077,0.000861,0.000341,-0.002037,-0.000587
3075.753743,9.193,3.025303,0.000862,0.000343,-0.002045,-0.000583
3078.2541600000004,9.193,3.090903,0.000867,0.000348,-0.00204,-0.000579
3080.768725,9.193,3.342149,0.000869,0.000351,-0.002041,-0.000575
3082.018803,9.193,3.016512,0.000867,0.000348,-0.002037,-0.000577
3084.535613,9.193,3.049851,0.000869,0.00035,-0.002042,-0.00058
3085.801063,9.193,3.485587,0.00087,0.000351,-0.002035,-0.000577
3088.301714,9.193,3.049771,0.00087,0.000353,-0.002034,-0.000575
3090.831676,9.193,2.971524,0.000874,0.000356,-0.002038,-0.000569
3092.0817690000003,9.193,3.393907,0.000875,0.000356,-0.002033,-0.000569
3094.5821889999997,9.193,2.752523,0.000875,0.000356,-0.00203,-0.000569
3095.832533,9.193,3.047559,0.000878,0.000362,-0.002036,-0.000566
3098.3624529999997,9.193,3.07443,0.00088,0.000364,-0.002031,-0.00056
3100.8628820000004,9.193,3.085719,0.000884,0.000365,-0.002031,-0.000558
3102.1281879999997,9.193,2.983158,0.000885,0.000365,-0.002032,-0.000561
3104.644236,9.193,3.160062,0.000882,0.000364,-0.002036,-0.000562
3105.8941940000004,9.193,3.123403,0.000883,0.000365,-0.002037,-0.000562
3108.4250249999996,9.193,3.021059,0.000882,0.000368,-0.002032,-0.000558
3110.941344,9.193,3.25848,0.000888,0.000369,-0.002033,-0.000559
3112.1898739999997,9.193,2.820383,0.000892,0.000368,-0.002029,-0.000556
3114.6923509999997,9.193,2.943868,0.000896,0.000368,-0.00203,-0.000555
3115.956682,9.193,3.399865,0.000896,0.000369,-0.002034,-0.000558
3118.4735929999997,9.193,3.071682,0.000893,0.000368,-0.002026,-0.000559
3119.73841,9.193,3.050721,0.000896,0.000371,-0.002033,-0.000555
3122.27042,9.193,3.464281,0.000889,0.00037,-0.00203,-0.000555
3124.7699620000003,9.193,2.970325,0.000892,0.000373,-0.002032,-0.000556
3126.020085,9.193,2.964685,0.000891,0.000373,-0.002031,-0.000556
3128.5510679999998,9.193,3.175357,0.00089,0.000374,-0.002032,-0.000552
3129.8003099999996,9.193,2.860241,0.00089,0.000372,-0.002027,-0.000554
3132.3172000000004,9.193,3.077348,0.000895,0.000374,-0.002031,-0.000552
3134.8322609999996,9.193,2.921379,0.000896,0.000375,-0.00203,-0.000553
3136.097087,9.193,3.103232,0.000896,0.000374,-0.002023,-0.00055
3138.6284459999997,9.193,3.338971,0.000897,0.000376,-0.002029,-0.000552
3139.879256,9.193,3.171925,0.000898,0.000375,-0.00203,-0.000552
3142.379322,9.193,3.629179,0.000896,0.000375,-0.002026,-0.000551
3144.9091959999996,9.193,3.065666,0.000902,0.000381,-0.002027,-0.000548
3146.1591710000002,9.193,2.975503,0.0009,0.000381,-0.002028,-0.000549
3148.6764270000003,9.193,3.211374,0.000902,0.000379,-0.002031,-0.000552
3149.925169,9.193,3.030789,0.000899,0.000378,-0.002025,-0.000551
3152.4269889999996,9.193,3.083629,0.000898,0.00038,-0.002026,-0.000544
3154.925789,9.193,3.393217,0.000896,0.00038,-0.002019,-0.000544
3156.1766909999997,9.193,3.045479,0.000898,0.000383,-0.002025,-0.000544
3158.69189,9.193,3.410454,0.00091,0.000384,-0.002024,-0.00054
3159.9564950000004,9.193,2.944213,0.000913,0.000388,-0.002026,-0.000539
3162.472291,9.193,3.156831,0.000913,0.000385,-0.002023,-0.000538
3163.72242,9.193,3.271059,0.000914,0.000389,-0.002024,-0.000536
3166.2392760000002,9.193,3.142337,0.000911,0.000385,-0.002019,-0.000541
3168.754688,9.193,3.211587,0.000904,0.000378,-0.002017,-0.000546
3170.0046920000004,9.193,3.519403,0.000896,0.000373,-0.002018,-0.000553
3172.5208009999997,9.193,3.279006,0.000897,0.000375,-0.002026,-0.000555
3173.785175,9.193,3.070711,0.000893,0.000373,-0.002022,-0.000555
3176.3002210000004,9.193,3.058122,0.000886,0.000367,-0.00203,-0.000562
3178.816971,9.193,3.102484,0.000882,0.000364,-0.002027,-0.000567
3180.066938,9.193,2.938759,0.000888,0.000365,-0.002022,-0.000562
3182.596966,9.193,3.205624,0.000885,0.000365,-0.002029,-0.000563
3183.862825,9.193,3.257742,0.00089,0.000368,-0.002031,-0.00056
3186.363566,9.193,3.21477,0.000887,0.000369,-0.002032,-0.000558
3188.8791629999996,9.193,3.062074,0.00087,0.000352,-0.002031,-0.000577
3190.128871,9.193,3.201204,0.000866,0.000348,-0.002028,-0.000579
3192.659347,9.193,3.03472,0.000868,0.000352,-0.002034,-0.000577
3193.9265290000003,9.193,3.021473,0.000869,0.000352,-0.002036,-0.000574
3196.456953,9.193,2.73283,0.00087,0.000355,-0.002029,-0.000572
3197.7219859999996,9.193,3.120686,0.00087,0.000355,-0.002036,-0.000575
3200.2228080000004,9.193,2.485388,0.000867,0.000348,-0.00203,-0.000581
3202.7377100000003,9.193,3.078971,0.000861,0.000345,-0.002026,-0.000581
3203.988305,9.193,2.916132,0.000861,0.000344,-0.002036,-0.000585
3206.5038910000003,9.193,2.959555,0.000861,0.000344,-0.002036,-0.000586
3207.7684419999996,9.193,3.418635,0.000862,0.000344,-0.002038,-0.000585
3210.269117,9.193,3.034015,0.000857,0.000342,-0.002042,-0.000586
3212.769771,9.193,3.079608,0.000851,0.000336,-0.002042,-0.000594
3214.019313,9.193,3.070881,0.000852,0.000337,-0.002036,-0.000588
3216.5513279999996,9.193,3.275971,0.000869,0.000348,-0.002042,-0.000578
3217.8171439999996,9.193,3.203183,0.00087,0.000351,-0.00204,-0.000575
3220.3319899999997,9.193,2.830218,0.000865,0.000347,-0.002048,-0.000584
3222.8487189999996,9.193,2.959667,0.000863,0.000346,-0.002045,-0.000584
3224.1137040000003,9.193,3.118559,0.000862,0.000347,-0.002043,-0.000582
3226.6283890000004,9.193,3.000162,0.000871,0.000355,-0.002048,-0.000573
3227.878412,9.193,3.078351,0.000874,0.000353,-0.002046,-0.000574
3230.3787279999997,9.193,2.792801,0.000873,0.000352,-0.002045,-0.000575
3232.87864,9.193,3.059724,0.000871,0.000352,-0.002046,-0.000574
3234.1270430000004,9.193,3.085661,0.000873,0.000351,-0.002045,-0.000581
3236.644493,9.193,3.148433,0.000849,0.000334,-0.002039,-0.0006
3237.8944279999996,9.193,3.047628,0.000845,0.000328,-0.002041,-0.000604
3240.3940730000004,9.193,3.103731,0.000847,0.000331,-0.002046,-0.000598
3242.893973,9.193,3.098675,0.000845,0.00033,-0.002048,-0.000597
3244.1437050000004,9.193,3.033171,0.000846,0.000329,-0.002051,-0.000597
3246.6449570000004,9.193,3.15333,0.000842,0.000327,-0.002058,-0.000604
3247.8946800000003,9.193,3.289043,0.000847,0.000328,-0.002051,-0.000597
3250.4267010000003,9.193,1.880207,0.000857,0.000335,-0.002056,-0.000599
3252.9420170000003,9.193,3.046148,0.000852,0.000328,-0.002054,-0.000603
